,x,y,h,x,y,h,x,y,h,x,y,h,x,y,h,x,y,h,reward,done,ego_x,ego_y
2.2,4.5451700000000034e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.6280000000000001e+02,-3.8249999999999984e+00,6.8964423883471435e-03,2.2614500000000001e+02,-4.1450000000000014e+00,0.0000000000000000e+00,2.5723000000000002e+02,-8.0249999999999986e+00,0.0000000000000000e+00,9.3169999999999987e+01,-4.1250000000000000e+00,0.0000000000000000e+00,3.7025500000000000e+02,-4.2849999999999993e+00,0.0000000000000000e+00,0.0,0.0,245.90358761163358,-10.306657929605137
2.24,4.5615100000000035e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.6425000000000000e+02,-3.8150000000000004e+00,0.0000000000000000e+00,2.2747499999999999e+02,-4.1450000000000014e+00,7.4072719311662240e-03,2.5816000000000003e+02,-8.0249999999999986e+00,0.0000000000000000e+00,9.4619999999999990e+01,-4.1250000000000000e+00,0.0000000000000000e+00,3.7195500000000004e+02,-4.2849999999999993e+00,-5.9170907060282583e-03,0.0,0.0,247.24179497745055,-10.445072120577438
2.28,4.5778500000000037e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.6571000000000004e+02,-3.8150000000000004e+00,0.0000000000000000e+00,2.2882499999999999e+02,-4.1349999999999998e+00,7.4625480352500653e-03,2.5907999999999998e+02,-8.0249999999999986e+00,0.0000000000000000e+00,9.6069999999999993e+01,-4.1250000000000000e+00,0.0000000000000000e+00,3.7364500000000004e+02,-4.2950000000000008e+00,0.0000000000000000e+00,0.0,0.0,248.58273684469887,-10.5768858077042
2.32,4.5941900000000038e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.6716000000000003e+02,-3.8150000000000004e+00,0.0000000000000000e+00,2.3016499999999999e+02,-4.1249999999999982e+00,7.4625480352474138e-03,2.6000999999999999e+02,-8.0249999999999986e+00,0.0000000000000000e+00,9.7519999999999996e+01,-4.1250000000000000e+00,0.0000000000000000e+00,3.7535500000000002e+02,-4.2950000000000008e+00,-5.8822850953758098e-03,0.0,0.0,249.92668083422336,-10.701472567174704
2.36,4.6105300000000040e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.6861000000000001e+02,-3.8150000000000004e+00,0.0000000000000000e+00,2.3150500000000000e+02,-4.1150000000000002e+00,0.0000000000000000e+00,2.6095000000000005e+02,-8.0249999999999986e+00,0.0000000000000000e+00,9.8979999999999990e+01,-4.1250000000000000e+00,0.0000000000000000e+00,3.7705500000000001e+02,-4.3049999999999988e+00,0.0000000000000000e+00,0.0,0.0,251.27393555853428,-10.81814022737718
2.4,4.6268700000000041e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.7005000000000001e+02,-3.8150000000000004e+00,0.0000000000000000e+00,2.3284500000000000e+02,-4.1150000000000002e+00,7.4625480352500653e-03,2.6190000000000003e+02,-8.0249999999999986e+00,0.0000000000000000e+00,1.0042999999999999e+02,-4.1250000000000000e+00,6.8964423883470759e-03,3.7875500000000000e+02,-4.3049999999999988e+00,-5.9170907060280588e-03,0.0,0.0,252.62486078009374,-10.926123589284071
2.44,4.6432100000000042e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.7149000000000001e+02,-3.8150000000000004e+00,0.0000000000000000e+00,2.3418500000000000e+02,-4.1049999999999986e+00,7.5186553123024781e-03,2.6283000000000004e+02,-8.0249999999999986e+00,1.0752273791099019e-02,1.0188000000000000e+02,-4.1150000000000020e+00,0.0000000000000000e+00,3.8044500000000005e+02,-4.3150000000000004e+00,0.0000000000000000e+00,0.0,0.0,253.97987756742262,-11.024625069850625
2.48,4.6595500000000044e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.7293000000000001e+02,-3.8150000000000004e+00,6.9443328150166480e-03,2.3551499999999999e+02,-4.0950000000000006e+00,0.0000000000000000e+00,2.6376000000000005e+02,-8.0150000000000006e+00,0.0000000000000000e+00,1.0331999999999999e+02,-4.1150000000000020e+00,0.0000000000000000e+00,3.8212500000000000e+02,-4.3150000000000004e+00,-5.8822850953756129e-03,0.0,0.0,255.33898017858544,-11.111707171227572
2.52,4.6758900000000045e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.7437000000000000e+02,-3.8049999999999988e+00,0.0000000000000000e+00,2.3684500000000000e+02,-4.0950000000000006e+00,7.4625480352500653e-03,2.6470000000000005e+02,-8.0150000000000006e+00,0.0000000000000000e+00,1.0475999999999999e+02,-4.1150000000000020e+00,0.0000000000000000e+00,3.8382500000000005e+02,-4.3249999999999984e+00,0.0000000000000000e+00,0.0,0.0,256.70205389710816,-11.18655029152728
2.56,4.6922300000000047e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.7580000000000001e+02,-3.8049999999999988e+00,0.0000000000000000e+00,2.3818500000000000e+02,-4.0849999999999991e+00,7.4625480352474138e-03,2.6563000000000000e+02,-8.0150000000000006e+00,0.0000000000000000e+00,1.0620999999999999e+02,-4.1150000000000020e+00,0.0000000000000000e+00,3.8551500000000004e+02,-4.3249999999999984e+00,-5.8478865538896521e-03,0.0,0.0,258.06892788760337,-11.249120611545717
2.6,4.7085700000000048e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.7725000000000000e+02,-3.8049999999999988e+00,0.0000000000000000e+00,2.3952500000000001e+02,-4.0750000000000011e+00,7.4625480352500653e-03,2.6656000000000000e+02,-8.0150000000000006e+00,0.0000000000000000e+00,1.0764999999999999e+02,-4.1150000000000020e+00,0.0000000000000000e+00,3.8722500000000002e+02,-4.3350000000000000e+00,0.0000000000000000e+00,0.0,0.0,259.43941245902363,-11.29992935000562
2.64,4.7249100000000050e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.7870000000000005e+02,-3.8049999999999988e+00,0.0000000000000000e+00,2.4086500000000001e+02,-4.0649999999999995e+00,0.0000000000000000e+00,2.6750000000000000e+02,-8.0150000000000006e+00,0.0000000000000000e+00,1.0911000000000000e+02,-4.1150000000000020e+00,0.0000000000000000e+00,3.8892500000000001e+02,-4.3350000000000000e+00,-5.8138879818426109e-03,0.0,0.0,260.8133235567641,-11.339819179942701
2.68,4.7412500000000051e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.8014000000000004e+02,-3.8049999999999988e+00,0.0000000000000000e+00,2.4220500000000001e+02,-4.0649999999999995e+00,7.5186553123024781e-03,2.6843000000000001e+02,-8.0150000000000006e+00,0.0000000000000000e+00,1.1055999999999999e+02,-4.1150000000000020e+00,0.0000000000000000e+00,3.9064500000000004e+02,-4.3450000000000015e+00,0.0000000000000000e+00,0.0,0.0,262.1904944862015,-11.369851915300348
2.72,4.7575900000000053e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.8159000000000003e+02,-3.8049999999999988e+00,6.9443328150141804e-03,2.4353500000000000e+02,-4.0550000000000015e+00,7.4072719311662240e-03,2.6936000000000001e+02,-8.0150000000000006e+00,0.0000000000000000e+00,1.1200999999999999e+02,-4.1150000000000020e+00,0.0000000000000000e+00,3.9235500000000002e+02,-4.3450000000000015e+00,0.0000000000000000e+00,0.0,0.0,263.57078155720353,-11.391189784143126
2.76,4.7739300000000054e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.8303000000000003e+02,-3.7950000000000008e+00,0.0000000000000000e+00,2.4488499999999999e+02,-4.0449999999999999e+00,7.4625480352500653e-03,2.7028000000000003e+02,-8.0150000000000006e+00,0.0000000000000000e+00,1.1347000000000000e+02,-4.1150000000000020e+00,0.0000000000000000e+00,3.9407500000000005e+02,-4.3450000000000015e+00,-5.8478865538875748e-03,0.0,0.0,264.9540644828022,-11.405006611775638
2.8,4.7902700000000056e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.8446000000000004e+02,-3.7950000000000008e+00,0.0000000000000000e+00,2.4622499999999999e+02,-4.0349999999999984e+00,0.0000000000000000e+00,2.7120000000000005e+02,-8.0150000000000006e+00,0.0000000000000000e+00,1.1491999999999999e+02,-4.1150000000000020e+00,0.0000000000000000e+00,3.9578500000000003e+02,-4.3549999999999995e+00,0.0000000000000000e+00,0.0,0.0,266.34024371872493,-11.412437034799897
2.84,4.8066100000000057e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.8590000000000003e+02,-3.7950000000000008e+00,0.0000000000000000e+00,2.4756500000000000e+02,-4.0349999999999984e+00,7.4625480352474138e-03,2.7212000000000000e+02,-8.0150000000000006e+00,0.0000000000000000e+00,1.1636999999999999e+02,-4.1150000000000020e+00,0.0000000000000000e+00,3.9748500000000001e+02,-4.3549999999999995e+00,-5.8822850953779001e-03,0.0,0.0,267.72923675472225,-11.41454679443106
2.88,4.8229500000000058e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.8735000000000002e+02,-3.7950000000000008e+00,0.0000000000000000e+00,2.4890500000000000e+02,-4.0250000000000004e+00,7.4625480352500653e-03,2.7306000000000000e+02,-8.0150000000000006e+00,1.0869137177271691e-02,1.1781999999999999e+02,-4.1150000000000020e+00,0.0000000000000000e+00,3.9918500000000000e+02,-4.3650000000000011e+00,0.0000000000000000e+00,0.0,0.0,269.1209741474139,-11.412313426830876
2.92,4.8392900000000060e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.8880000000000001e+02,-3.7950000000000008e+00,0.0000000000000000e+00,2.5024500000000000e+02,-4.0149999999999988e+00,0.0000000000000000e+00,2.7398000000000002e+02,-8.0049999999999990e+00,0.0000000000000000e+00,1.1927000000000000e+02,-4.1150000000000020e+00,0.0000000000000000e+00,4.0089500000000004e+02,-4.3650000000000011e+00,-5.8478865538875748e-03,0.0,0.0,270.51539640985226,-11.406598633085428
2.96,4.8556300000000061e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.9025000000000000e+02,-3.7950000000000008e+00,0.0000000000000000e+00,2.5158500000000001e+02,-4.0149999999999988e+00,7.4625480352474138e-03,2.7490000000000003e+02,-8.0049999999999990e+00,0.0000000000000000e+00,1.2070999999999999e+02,-4.1150000000000020e+00,0.0000000000000000e+00,4.0260500000000002e+02,-4.3749999999999991e+00,0.0000000000000000e+00,0.0,0.0,271.91245063133255,-11.39814779858896
3.0,4.8719700000000063e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.9170000000000005e+02,-3.7950000000000008e+00,6.9443328150166480e-03,2.5292500000000001e+02,-4.0050000000000008e+00,0.0000000000000000e+00,2.7582000000000005e+02,-8.0049999999999990e+00,0.0000000000000000e+00,1.2216999999999999e+02,-4.1150000000000020e+00,0.0000000000000000e+00,4.0431500000000000e+02,-4.3749999999999991e+00,-5.8138879818426109e-03,0.0,0.0,273.31208835854653,-11.387593489409024
3.04,4.8883100000000064e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.9314000000000004e+02,-3.7849999999999993e+00,0.0000000000000000e+00,2.5427500000000001e+02,-4.0050000000000008e+00,7.4625480352500653e-03,2.7673000000000002e+02,-8.0049999999999990e+00,0.0000000000000000e+00,1.2361999999999999e+02,-4.1150000000000020e+00,0.0000000000000000e+00,4.0603500000000003e+02,-4.3850000000000007e+00,0.0000000000000000e+00,0.0,0.0,274.71426390840827,-11.375462854148648
3.08,4.9046500000000066e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.9459000000000003e+02,-3.7849999999999993e+00,0.0000000000000000e+00,2.5561500000000001e+02,-3.9949999999999992e+00,0.0000000000000000e+00,2.7765000000000003e+02,-8.0049999999999990e+00,0.0000000000000000e+00,1.2506999999999999e+02,-4.1150000000000020e+00,0.0000000000000000e+00,4.0774500000000000e+02,-4.3850000000000007e+00,-5.8138879818405457e-03,0.0,0.0,276.11893334038876,-11.362187195253846
3.12,4.9209900000000067e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.9603000000000003e+02,-3.7849999999999993e+00,0.0000000000000000e+00,2.5695500000000004e+02,-3.9949999999999992e+00,7.3528086666895809e-03,2.7857000000000005e+02,-8.0049999999999990e+00,1.0752273791099677e-02,1.2650999999999999e+02,-4.1150000000000020e+00,0.0000000000000000e+00,4.0946500000000003e+02,-4.3949999999999987e+00,0.0000000000000000e+00,0.0,0.0,277.52605371484225,-11.348112659908072
3.16,4.9373300000000069e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.9748000000000002e+02,-3.7849999999999993e+00,0.0000000000000000e+00,2.5831500000000000e+02,-3.9850000000000012e+00,7.4625480352502232e-03,2.7950000000000000e+02,-7.9950000000000010e+00,0.0000000000000000e+00,1.2797999999999999e+02,-4.1150000000000020e+00,0.0000000000000000e+00,4.1117500000000001e+02,-4.3949999999999987e+00,0.0000000000000000e+00,0.0,0.0,278.9355827194741,-11.333511200627703
3.2,4.9536700000000070e+02,-4.0449999999999999e+00,0.0000000000000000e+00,2.9892000000000002e+02,-3.7849999999999993e+00,0.0000000000000000e+00,2.5965499999999997e+02,-3.9749999999999996e+00,0.0000000000000000e+00,2.8043000000000001e+02,-7.9950000000000010e+00,0.0000000000000000e+00,1.2943000000000001e+02,-4.1150000000000020e+00,0.0000000000000000e+00,4.1288500000000005e+02,-4.3949999999999987e+00,-5.8138879818428026e-03,0.0,0.0,280.34747858635825,-11.318591179504164
3.24,4.9700100000000072e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.0037000000000000e+02,-3.7849999999999993e+00,0.0000000000000000e+00,2.6101499999999999e+02,-3.9749999999999996e+00,7.4072719311634371e-03,2.8136000000000001e+02,-7.9950000000000010e+00,0.0000000000000000e+00,1.3088000000000000e+02,-4.1150000000000020e+00,-6.8492079639336520e-03,4.1460500000000002e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,281.7616998366356,-11.303507633313734
3.28,4.9863500000000073e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.0181000000000000e+02,-3.7849999999999993e+00,0.0000000000000000e+00,2.6236500000000001e+02,-3.9650000000000016e+00,0.0000000000000000e+00,2.8228000000000003e+02,-7.9950000000000010e+00,1.0869137177271691e-02,1.3234000000000000e+02,-4.1250000000000000e+00,0.0000000000000000e+00,4.1631500000000000e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,283.178205557173,-11.288371233943982
3.32,5.0026900000000074e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.0326000000000005e+02,-3.7849999999999993e+00,0.0000000000000000e+00,2.6371499999999997e+02,-3.9650000000000016e+00,7.4625480352499066e-03,2.8320000000000005e+02,-7.9849999999999994e+00,0.0000000000000000e+00,1.3378999999999999e+02,-4.1250000000000000e+00,0.0000000000000000e+00,4.1797460000000001e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,284.5969548298798,-11.273259430682296
3.36,5.0190300000000076e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.0471000000000004e+02,-3.7849999999999993e+00,6.8964423883471435e-03,2.6505500000000001e+02,-3.9550000000000001e+00,0.0000000000000000e+00,2.8412000000000000e+02,-7.9849999999999994e+00,0.0000000000000000e+00,1.3525000000000000e+02,-4.1250000000000000e+00,0.0000000000000000e+00,4.1963420000000002e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,286.0179074496138,-11.25823346251623
3.4,5.0353700000000077e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.0616000000000003e+02,-3.7750000000000012e+00,0.0000000000000000e+00,2.6640499999999997e+02,-3.9550000000000001e+00,7.3528086666918855e-03,2.8504000000000002e+02,-7.9849999999999994e+00,1.0869137177267830e-02,1.3669999999999999e+02,-4.1250000000000000e+00,-6.8492079639360850e-03,4.2129380000000003e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,287.4410238509293,-11.24332785803147
3.44,5.0517100000000079e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.0760000000000002e+02,-3.7750000000000012e+00,0.0000000000000000e+00,2.6776499999999999e+02,-3.9449999999999985e+00,0.0000000000000000e+00,2.8596000000000004e+02,-7.9750000000000014e+00,0.0000000000000000e+00,1.3816000000000000e+02,-4.1350000000000016e+00,0.0000000000000000e+00,4.2295340000000004e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,288.86626481839136,-11.228555989334671
3.48,5.0680500000000080e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.0906000000000000e+02,-3.7750000000000012e+00,0.0000000000000000e+00,2.6911500000000001e+02,-3.9449999999999985e+00,0.0000000000000000e+00,2.8687000000000000e+02,-7.9750000000000014e+00,1.0869137177271691e-02,1.3962000000000000e+02,-4.1350000000000016e+00,0.0000000000000000e+00,4.2461300000000006e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,290.29359172704716,-11.213914848508521
3.52,5.0843900000000082e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.1051000000000005e+02,-3.7750000000000012e+00,0.0000000000000000e+00,2.7047500000000002e+02,-3.9449999999999985e+00,7.4072719311637485e-03,2.8779000000000002e+02,-7.9649999999999999e+00,0.0000000000000000e+00,1.4109000000000000e+02,-4.1350000000000016e+00,0.0000000000000000e+00,4.2627260000000007e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,291.7229667771307,-11.199396841093277
3.56,5.1007300000000083e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.1194000000000005e+02,-3.7750000000000012e+00,0.0000000000000000e+00,2.7182499999999999e+02,-3.9350000000000005e+00,0.0000000000000000e+00,2.8871000000000004e+02,-7.9649999999999999e+00,0.0000000000000000e+00,1.4254999999999998e+02,-4.1350000000000016e+00,-6.8492079639336520e-03,4.2793220000000008e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,293.1543524984926,-11.1850019640756
3.6,5.1170700000000085e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.1339000000000004e+02,-3.7750000000000012e+00,0.0000000000000000e+00,2.7318500000000000e+02,-3.9350000000000005e+00,0.0000000000000000e+00,2.8963000000000000e+02,-7.9649999999999999e+00,1.0869137177267830e-02,1.4400999999999999e+02,-4.1449999999999996e+00,0.0000000000000000e+00,4.2959180000000009e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,294.587712256913,-11.170715767153926
3.64,5.1334100000000080e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.1482000000000005e+02,-3.7750000000000012e+00,0.0000000000000000e+00,2.7453500000000003e+02,-3.9350000000000005e+00,0.0000000000000000e+00,2.9055000000000001e+02,-7.9550000000000018e+00,0.0000000000000000e+00,1.4545999999999998e+02,-4.1449999999999996e+00,0.0000000000000000e+00,4.3125140000000010e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,296.02301002027735,-11.156512760359393
3.68,5.1497500000000082e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.1627000000000004e+02,-3.7750000000000012e+00,0.0000000000000000e+00,2.7588499999999999e+02,-3.9350000000000005e+00,0.0000000000000000e+00,2.9146000000000004e+02,-7.9550000000000018e+00,1.0752273791102839e-02,1.4691000000000000e+02,-4.1449999999999996e+00,0.0000000000000000e+00,4.3291100000000012e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,297.4602105126716,-11.142389580092692
3.72,5.1660900000000083e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.1772000000000003e+02,-3.7750000000000012e+00,0.0000000000000000e+00,2.7724500000000000e+02,-3.9350000000000005e+00,0.0000000000000000e+00,2.9239000000000004e+02,-7.9450000000000003e+00,0.0000000000000000e+00,1.4837000000000000e+02,-4.1449999999999996e+00,-6.8964423883495938e-03,4.3457060000000013e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,298.8992789535121,-11.12833166765755
3.76,5.1824300000000085e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.1918000000000001e+02,-3.7750000000000012e+00,6.8964423883493232e-03,2.7859500000000003e+02,-3.9350000000000005e+00,7.3528086666921925e-03,2.9331000000000000e+02,-7.9450000000000003e+00,1.0869137177271691e-02,1.4981999999999999e+02,-4.1550000000000011e+00,0.0000000000000000e+00,4.3623020000000014e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,300.3401811846153,-11.114313797061131
3.8,5.1987700000000086e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.2063000000000005e+02,-3.7649999999999997e+00,0.0000000000000000e+00,2.7995499999999998e+02,-3.9249999999999989e+00,0.0000000000000000e+00,2.9423000000000002e+02,-7.9349999999999987e+00,0.0000000000000000e+00,1.5126999999999998e+02,-4.1550000000000011e+00,0.0000000000000000e+00,4.3788980000000015e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,301.78288387105357,-11.100338040036583
3.84,5.2151100000000088e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.2208000000000004e+02,-3.7649999999999997e+00,0.0000000000000000e+00,2.8131500000000000e+02,-3.9249999999999989e+00,0.0000000000000000e+00,2.9515000000000003e+02,-7.9349999999999987e+00,1.0869137177267830e-02,1.5272000000000000e+02,-4.1550000000000011e+00,0.0000000000000000e+00,4.3954940000000016e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,303.2273541246355,-11.086386821557381
3.88,5.2314500000000089e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.2354000000000002e+02,-3.7649999999999997e+00,0.0000000000000000e+00,2.8267500000000001e+02,-3.9249999999999989e+00,0.0000000000000000e+00,2.9607000000000005e+02,-7.9250000000000007e+00,0.0000000000000000e+00,1.5418000000000001e+02,-4.1550000000000011e+00,-6.8492079639337847e-03,4.4120900000000017e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,304.67355965431045,-11.072453512022136
3.92,5.2477900000000091e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.2499000000000001e+02,-3.7649999999999997e+00,0.0000000000000000e+00,2.8402499999999998e+02,-3.9249999999999989e+00,0.0000000000000000e+00,2.9698000000000002e+02,-7.9250000000000007e+00,1.0869137177271691e-02,1.5563999999999999e+02,-4.1649999999999991e+00,0.0000000000000000e+00,4.4286860000000019e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,306.12146891665486,-11.058531060769315
3.96,5.2641300000000092e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.2644000000000005e+02,-3.7649999999999997e+00,0.0000000000000000e+00,2.8538499999999999e+02,-3.9249999999999989e+00,0.0000000000000000e+00,2.9790000000000003e+02,-7.9149999999999991e+00,0.0000000000000000e+00,1.5709999999999999e+02,-4.1649999999999991e+00,0.0000000000000000e+00,4.4452820000000020e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,307.57105108312965,-11.044608311810503
4.0,5.2804700000000093e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.2789000000000004e+02,-3.7649999999999997e+00,0.0000000000000000e+00,2.8674500000000000e+02,-3.9249999999999989e+00,0.0000000000000000e+00,2.9882000000000005e+02,-7.9149999999999991e+00,1.0752273791099677e-02,1.5856999999999999e+02,-4.1649999999999991e+00,-6.8026161548098846e-03,4.4618780000000021e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,309.02227556502413,-11.030685915113295
4.04,5.2968100000000095e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.2933000000000004e+02,-3.7649999999999997e+00,0.0000000000000000e+00,2.8809500000000003e+02,-3.9249999999999989e+00,0.0000000000000000e+00,2.9975000000000000e+02,-7.9050000000000011e+00,1.0869137177271691e-02,1.6003999999999999e+02,-4.1750000000000007e+00,0.0000000000000000e+00,4.4784740000000022e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,310.47511250578503,-11.016752898974385
4.08,5.3131500000000096e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.3078000000000003e+02,-3.7649999999999997e+00,0.0000000000000000e+00,2.8946499999999997e+02,-3.9249999999999989e+00,-7.4072719311660687e-03,3.0067000000000002e+02,-7.8949999999999996e+00,0.0000000000000000e+00,1.6150000000000000e+02,-4.1750000000000007e+00,0.0000000000000000e+00,4.4950700000000023e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,311.92953251371256,-11.002813123329908
4.12,5.3294900000000098e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.3223000000000002e+02,-3.7649999999999997e+00,0.0000000000000000e+00,2.9081500000000000e+02,-3.9350000000000005e+00,0.0000000000000000e+00,3.0159000000000003e+02,-7.8949999999999996e+00,1.0752273791099019e-02,1.6297000000000000e+02,-4.1750000000000007e+00,0.0000000000000000e+00,4.5116660000000024e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,313.3855069139803,-10.988858963655098
4.16,5.3458300000000099e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.3368000000000001e+02,-3.7649999999999997e+00,0.0000000000000000e+00,2.9218500000000000e+02,-3.9350000000000005e+00,0.0000000000000000e+00,3.0252000000000004e+02,-7.8850000000000016e+00,0.0000000000000000e+00,1.6443000000000001e+02,-4.1750000000000007e+00,-6.8492079639337847e-03,4.5282620000000026e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,314.84300731807633,-10.974892345133577
4.2,5.3621700000000101e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.3513000000000005e+02,-3.7649999999999997e+00,6.9443328150141804e-03,2.9353500000000003e+02,-3.9350000000000005e+00,0.0000000000000000e+00,3.0344000000000000e+02,-7.8850000000000016e+00,1.0869137177271691e-02,1.6588999999999999e+02,-4.1849999999999987e+00,0.0000000000000000e+00,4.5448580000000027e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,316.30200595512326,-10.96091187228972
4.24,5.3785100000000102e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.3657000000000005e+02,-3.7550000000000017e+00,0.0000000000000000e+00,2.9489499999999998e+02,-3.9350000000000005e+00,0.0000000000000000e+00,3.0436000000000001e+02,-7.8750000000000000e+00,1.0869137177271691e-02,1.6735999999999999e+02,-4.1849999999999987e+00,0.0000000000000000e+00,4.5614540000000028e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,317.76247554027015,-10.946912329822313
4.28,5.3948500000000104e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.3802000000000004e+02,-3.7550000000000017e+00,0.0000000000000000e+00,2.9626499999999999e+02,-3.9350000000000005e+00,0.0000000000000000e+00,3.0528000000000003e+02,-7.8649999999999984e+00,0.0000000000000000e+00,1.6881999999999999e+02,-4.1849999999999987e+00,0.0000000000000000e+00,4.5780500000000029e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,319.2243894059087,-10.932901127960823
4.32,5.4111900000000105e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.3947000000000003e+02,-3.7550000000000017e+00,0.0000000000000000e+00,2.9762500000000000e+02,-3.9350000000000005e+00,0.0000000000000000e+00,3.0619000000000000e+02,-7.8649999999999984e+00,1.0869137177267830e-02,1.7028000000000000e+02,-4.1849999999999987e+00,-6.8492079639362186e-03,4.5946460000000030e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,320.6877214182075,-10.918866745000933
4.36,5.4275300000000107e+02,-4.0449999999999999e+00,0.0000000000000000e+00,3.4091000000000003e+02,-3.7550000000000017e+00,0.0000000000000000e+00,2.9899500000000000e+02,-3.9350000000000005e+00,-7.3528086666892730e-03,3.0711000000000001e+02,-7.8550000000000004e+00,0.0000000000000000e+00,1.7173999999999998e+02,-4.1950000000000003e+00,0.0000000000000000e+00,4.6112420000000031e+02,-4.4050000000000002e+00,0.0000000000000000e+00,0.0,0.0,322.15244567403334,-10.904820504535186
